album_uri,album_name,release_date
12STkzO9PrEMfcnRUKMVfi,Illusion Of Time,2020-03-27
6m7QDchtBnhgmFERNmg3h7,Goddess,2014-11-27
4pZRg3gdstKlGTLKR0FsxT,Nocturn,2016-10-28
4gtqVmDvXP1E4NNB4n4f90,Mirror,2020-05-10
24RePoFOeCSnYHsFpxYD2W,Atlas,2014-08-25
3r3xMNOAv4zAlevfVhbWHX,Galactic Melt,2011-06-14
2kG6WBPm0bfWwIvk1eNvWm,5KY11GHT,2017-11-24
54f1qEwr8D5EoO1iuBDmBC,Dynatron - Throttle Up EP,2014-09-25
27Kixhvy9GSbYnqshRUQ0w,Magic,2020-05-27
1L14xBM4jEKPRItVqzj0ok,Departure Lounge,2019-07-26
7BLnNB0SWYCQgaFn62GaaZ,In Vain,2020-11-26
21dbYScNUKn2Y1Vae8lACJ,Awake (Deluxe Version),2016-01-15
2UoAYpQzSNLuW47goFJE5x,Gemini,2010-05-25
3I3PmRvn5iFY8i6zzvEcci,Dive,2011-10-04
35nwG1yrtxmV1LMZzItOam,Xenobiology,2022-04-21
7jG32gfkuo10qarPgmWC7q,The Year of Hibernation,1905-07-03
13QrSFY7FRCFXi2MApISTa,An Album By Korallreven,2011-11-15
12Biup1Sq5hpHsX85gJPb2,Slide,2018-08-17
1ELlVI3fUzesHgHNPdjqfH,Within and Without,2011-07-11
1tHG2DAV8B0PjDGbNQaWk4,Allure,2020-06-24
0sP79OMRw0CaNrLgyrZ9GM,Voyager,2018-05-10
0bbK5yLVZaXlboM8hq3DoV,Hold,2019-09-27
6pxTyIMk1FRsg8TeiPrsmg,Fleur Solitaire,2019-11-07
7pjt2jfGDKeJ6L32zorbJ9,An Unfamiliar Place,2019-06-25
2zxNJnIY8s9ubELhuQzOsR,Horizon 5Am,2020-06-26
3u4Cz7TDJWJ79wZn0Emw3G,Cycles,2018-09-24
6HhfYiODptXPTXRu7Vemo8,New Impressions,2019-07-02
4ooMCtNgb73ygLxEud8ihF,Scandroid (Deluxe Edition),2016-11-11
5QW2yNX86gCjJDYTXq5hEJ,The Summoner,2016-11-17
0xpMKiD0WGBHBGQfYRPubw,Action and Romance,2016-09-08
2e9hovCWUNnwGnVdHrlS73,The Video Game Champion,2018-12-21
2lkDxzgQB5B5ZAMbzgB34u,Escape From Neon City,2019-10-10
6cRRM60eagxbq2O0jy9f7F,Weightless,2019-05-30
1rvx5y1woy53SCHBXDccDo,This Liminal Reality,2019-12-02
1bYzU5vcNDHjnsJIpBtPvf,Solai,2019-03-21
6QgEcXQ1rbZ0aj0QjHAz0c,Inside Architecture: Library Vol. 1,2020-05-07
1oc3CsOcFX5lOBQPUF9pPm,Oslo,2017-01-13
5B1ZNEGvErfvgS2uQLkoev,Friends,2019-11-08
5kopWecrOCWIxpgpukVfct,Lovers,2017-09-08
3Pa8W1UOD018R21VgOPTYZ,Good At Falling,2019-03-01
2Takb3WbmLXRVvXiFfnjnk,Persuasion System,2019-05-17
07x3cBPHSNxNA5MUQw2HKk,Slow Love,2014-04-21
6RCh0P5EGICz9vkXQMjnnW,Unknown Frequency,2018-03-02
1IpJnmVSsimq6AWU7f3zyV,Galaxy,2017-01-01
1ZWBfyIB6SGPQlD4cpRRb0,Taste,2013-10-24
6fsWcJePfjC3FGNj5qF34i,Lost Future,2017-09-22
0jta0ryUn1qVuaqlteavhp,Astromoog,2014-02-03
21dS6P9atn5Dns8Bb9a1xp,Odyssey,2018-07-06
2q17Y2DqvBkqvyqBsAp3No,Reflections,2015-07-03
5dXM6xMvgQr7NcUIkml7p0,Telemo (feat. Capasta),2015-07-21
2O8egayngzl1fm5dcE4VX9,Ayo,2014-09-17
4BnQLsJ3sghKf2TTczFe9b,Samba,2016-05-05
5Tq5ATKhOia0vW66dX8syT,Progress,2010-09-06
373gb0j44PcEDNnvZeDn6s,Thanks Giving,2014-01-09
0FxMEwwFyYv70CkwvMpIUd,Best of Nana Boroo,2019-12-06
4XS1iaLdd3g4IxKYoZs2jh,Simple,2009-09-19
111KYIWPCaBCdwN711Xy3g,Sorkode - Single,2011-08-19
5p9tj9UKG6DSzGg36pVWjl,Life Is Rough and Smooth,2011-04-29
1DQxZQNQLJbL4Pd6XhL9aj,Kolom,2012-04-02
54mgzOGcumXDHH6diW8hS1,Ten,2016-10-10
32SvtOKJRz8UBI6ndreZp3,Move Back,2011-04-08
77ld1gjHrcJAnXJ7hZXB6X,Lapaz Toyota,2011-05-14
36jCd87Maagf3ubTWhRlUC,Shatta Wale,2017-08-18
1lAl19ypJvU4DLwV8xMEYf,R2Bees Vol. 2,2017-08-04
0n1PpUAHQ6DZvQ4mOiSztv,R and BW,2013-02-14
6W7HwjGhnQoo68CeL0Bz1L,D'banj Essentials,2020-01-13
7k5xYPe2etGnihPWT0KFL1,Do the Dance,2018-02-13
3eihliE7PV05Rws3obt2dk,Pa2Pa Scopatumana,2019-08-16
7vKPXGWntBf9H3DyzwhsBo,Answers (The Hybrid),2014-03-14
2FOlijJHThlQUXywuxie0c,Overdose,2014-11-14
0ZkMk7nEeqsZlvQ6lKoeuM,Aluguntugui (Life Is Tasty),2012-07-03
7ktDNtO5MfU9eRaVd9xQt4,Da Revolution,1905-07-01
21RhbIIQ8i06WMDavhdgs8,Tonga,2014-01-22
1nu7MqRnwUFG26Zk90kWyV,The Matter (feat. Wizkid),2013-03-10
5qCXatzHHbbrSzSHfR78LV,Dankwansere (Reloaded),2020-04-10
2rGUP8BzwhnwcMzQwZPBck,Applaudise,2015-09-19
4DtzXzSepr3TRnxA89QV8U,Best Of Davido,2020-02-05
1ERZOMokw1NKzB47dfarQ7,Refuse to Be Broke: Da Revolution 2,1905-07-06
1mg4MsqiBfumobQ1BcPJfh,Azonto Fiesta,2013-10-09
0mqFpJozdwM7r0Bqb4N2iB,Gobe,2013-02-25
67FjgBHWQh0hxSiGJOeaZm,One Shot (feat. Shatta Wale and Sarkodie),2017-02-18
5LCydiDsNtJH6oxI57oy7h,Runtown Hits Vol. 1,2017-02-18
1R3refsYPuUJ4yl7sNqir1,Afrowave 2,2018-07-06
5N7BL8mQTCb4O7qU4Nefku,Chop My Money (Remix),2012-10-27
346ALZtW5vMjS0W9e3cyqQ,Personally,2013-06-21
3Hq5CJ35H8BIrZJS4Gl7CP,Game Over,2008-08-19
7kknjkTumdJA57Ogy0Fq7Z,FIA,2017-11-10
1N4On17z3onc2NH2XgHdLx,If,2017-02-17
1mke41A1lsnEUL3LvjEKf7,Anthem,2018-03-04
0LJporAGc16eJiDOx4dFcJ,King Don Come,2017-08-25
2Ex8kmPlBCTu8HelDgIsfe,Sample You,2015-12-04
1TYstIc5wsvjhINsDYqbTe,Greatest Hits,2013-05-05
72eBUdUsFIQ95mnnmQIz3u,Eggplant Afrobeat,2017-06-04
5Kepoy2hPMBRFm5fvZBPdS,Twinkle,2013-12-06
34vlTd4355ddD4q9pPsoqF,African Giant,2019-07-25
7oNUv5sIn5CdoWdJlHHIo1,U X Me,2016-05-06
25RXaDjS9ABA55NKldBrl0,Shake Body,2014-05-06
0TKPVgGCjAipq8TnFD7BZ2,Dami Duro,2011-10-30
6vvcUJ4tlCObKG1PARtRpZ,Life Is Eazi Vol. 1 - Accra To Lagos,2017-02-10
0lxvhor40oaYGpGsgr0JE1,The Invasion,2011-07-29
0cUhwhoX9Yi7vhJgHfgRm4,My Woman My Everything (feat. Wandecoal) - Single,2015-07-06
0MQqlxeLtfZ7ZAKVbO1P5n,Alhaji (Red Gold Green),2016-08-05
1ZZ08K5JhqjGJumm19qsbt,YAGI (Young and Getting It),2017-05-01
1niFXAhIczdsnZXgbCV0FE,Double,2019-12-17
1ftW1qqttR9PMUgqFfjn29,One Corner,2017-09-17
2Vh06g2sKNucQUAJbUqSTh,Live From Nkrumah Krom Vol II: Home Run,2019-04-26
0DwcT9VT9F293ojbvOaVzR,Don't Keep Me Waiting,2018-09-21
2mHvknGmv5MyUlTeoD7KBc,Oleku (feat. Brymo),2010-09-21
0CHBnB0nEDMhjNe1izWpoc,Least Expected,2009-02-26
1FUPZGZNwvXHj5F5M8UTOb,Sarkology,2014-01-02
4MaseQ5e2j7Au8NaYrtyd4,M3gye Wo Girl (feat. Shatta Wale),2014-11-01
7JpG1FNBJsXsmhrmCGV1Au,Highest,2017-09-08
4xXYqG9l4l7XmuxrNebCyY,Adonai (Remix) [feat. Castro],2015-06-17
2c6XAeiIU3sxO3aMvPy7SK,Rapperholic,2012-02-16
6t7kXOwYuZUKRnwB6mMFyC,Best of Both Worlds,2013-03-11
5sJDwsKEbIfoNwIT3sJ9bp,DeYaaa,2014-11-01
64bO27vomoyvdbfbxs1jcU,Yenko Nkoaa,2016-08-30
21puoieJiYxAfxXcjQtGmG,Ghana Old School HipLife Essentials,2017-12-03
14b02GiM4tTCgugdZgX3Bt,Applaudise,2015-04-19
4vnHxFoBWkkZMwk8erEamr,Go Higher,2015-12-26
4CNW89uVuk761CNgtLIN3N,New Year Mix 2017,2017-05-26
5N7oJwI4as7lZpVlh6hRQ0,Toffee,2004-06-11
7os1p9cKa1Mt78qAs1GUeg,Seihor (feat. Dblack),2014-06-04
4WPbQx4OUICphRZwn5pe5O,Angelina,2008-11-01
3HInSr25aW15jfCX746dny,3points,2018-11-01
0j9IMbrY6McGzdOemNlIr6,Disturbation,2017-07-07
3SP5sbUH3sqdxPEFA2UPjC,Finally Finally,2011-02-04
7bkz8csNmIPBjSWA5ro9JK,Repeat,2015-02-06
0zcZDcA9HqiYusg6i43VKx,KaakitUp,2016-12-25
2p24AfeiYpv32pvXYouPoR,Next Page,2013-08-22
0x5ZmJhp8xJnfTMHioGABs,The Revolution,2010-09-02
0BHLfERvC1QocjBKxe3fhO,Super C Season,2011-02-06
2yoVgfL21I1DRDSFuoqjMn,Waist and Power,2012-05-15
5N5mhuYQmUztgNdBgz1YZh,Best Of Timaya,1905-06-29
13yKq0XTkdxftNDr4vsi7e,Danger,2009-09-12
5qCh0Znf9NFe7fm1OzZQJ5,Vera,2020-05-03
1SwHH5FFGEsoj428xaUU9k,Solid Ground,2012-02-14
6kgDkAupBVRSqbJPUaTJwQ,Love Damini,2022-07-07
5dGWwsZ9iB2Xc3UKR0gif2,Justice,2021-03-19
1RMfz6rbIyrQYChfcCoiJ4,Believe Acoustic,2013-01-01
70f70xLCpH7wHaVvB2oZT9,Believe (Deluxe Edition),2012-06-15
0fqJij9Kx3q1cXnoYsGHK3,Take Me for a Ride,2016-09-02
1ri65U3ydJUNYPx1ry7cDT,Egonomy,2017-09-08
5wn0xx5GvZWbbJz8maps58,Kaleidoscope,2016-10-07
5KkxEeAdeu35uu8SGrS1gd,Summer Rain,2016-07-28
14iTzeriujhj5zbVJnoM1G,Oh,2017-01-27
6MfJpMgFtcaLYU6w0Ay8d9,Holy Oysters,2016-10-21
4N96XJi7wu1B0ACzCgPLLc,JAMZ,2022-11-11
3QD26z4Ces1OCiVqPhn87R,God Over Everything,2016-08-01
3A7Ww0Y5MMimgNp9sor4Fb,You Go Kill Me (feat. El) - Single,2011-05-13
3STRd9O0d5Q2zs10bEoyJs,Chingam (feat. Bisa Kdei),2014-09-16
00PKMyMowQ4BzJ6AHDVPtW,Pain Killer (feat. RunTown),2017-02-03
5gsUG3ATMTaaZqZITn3Hv3,Can't Let You Go,2018-08-06
15HPzfbTwAjT3ZaQXrpPnP,Unlimited (The Tape),2017-07-07
2WQE1JGp2OwNlMyO4QB9LT,Landlord,2023-01-15
4YhDsLqC5mqUIYuNIdfM1y,Oofeets,2019-11-26
38LPmNiFu2NPdKAPAYb7ct,Black Love,2019-12-20
3yg34MqlH23DzPdIGFNwQU,No Pressure,2021-07-30
2B6w3GYNZFYmUPAPOEa2lo,Mary,2015-09-12
4qJhOsV4i9fi8blINlt8Qk,Happy Day,2020-11-03
0eDB6dnzG46Xfn1yhycDGM,Hope (Brighter Day),2018-05-08
763yDd7CNuWdz0DSFc81XL,NewGuy (feat. Acehood),2015-06-15
7xNyqynau8Dgmpw3xmFVrg,Anointing,2016-06-17
2Vhd4O8Ed5IEdt0c655ATo,Yawa (feat. Sarkodie),2020-10-30
25mKwZuJQ0eD1Rl9BJ1WME,No Fugazy,2021-04-23
1gqTSytfkUbGMTTiXgRpOZ,Fa Hooki Me,2020-04-24
3eIom3LCoHVIP0Hch5HvTQ,Love Rocks (feat. Samini),2014-11-14
76Ol8W6mmN90dLxc2fbdlq,Afro Fusion Vol.6,2019-01-16
6OzMAdtklZMAis6Ff8LXPa,Gboza,2017-03-24
11sPQhjZhUDue2hWycZJyX,As Promised,2019-07-15
0pR0ivVxPWH03hRgsNJMuh,Coachella,2021-06-04
4taXdW8VaokKg5ycpjgLl6,Dw3,2019-12-15
76Q4XFRm6azY8a1FzE8Dpw,Didi (feat. Kelvynboy and Strongman),2018-02-13
48AoFYGD47IgoGp0EA3x81,Homicide,2018-10-20
3VFxOFL1DWLq1naU93Ab0P,CEO FLOW,2020-07-10
7LoPpiCoplyvf4dcVY91u9,Saara,2019-09-27
1zCjzNLZ5ZozSntXIPknMi,Obobi - Single,2011-08-25
2JoRJuNZhren1c4hi5L8a4,Labadi (feat. King Promise),2022-09-23
0OgcD1QZoeHTbxzFvBLFez,Grind Day (Remix) [feat. Sarkodie and Medikal],2017-12-27
022G56aNq7AdJ0mnls5bP1,CCTV,2018-05-17
6MNUKupGTXg7Znmqx0BGB0,Stir It Up,2023-01-20
6Sv2Wno4AXhR7Xar3ZP5NV,Vibration,2021-07-09
70gNO57xq8Anipepibg32m,Fever,2021-09-29
17D5HFmFoB15edwDAS7nt0,COLD,2020-12-22
2NurBGrvfdiNz5GnzvYh1u,King,2019-12-06
2zeHV57xWREaaxS5S3hhoB,Wavy (feat. Sarkodie),2021-01-15
4bdvQMcOC8KnIpuluKKd2s,Me and You,2017-06-16
5JdBaiXMegtbhQFdYYnGfY,Masta Groove,2021-07-02
0ZLnF0wKad2yVZl2EjOnpG,Ahomka Womu,2005-06-14
1BQhMEiv7bLPI7wLAdHsn9,Boomerang,2017-11-10
1xikDf9KeiwGCPmi2BHEVX,Teef Teef,2016-05-26
6OVn9wJpBmkfz56zJwhXCo,Da New Era,2011-10-07
3oXVoYCkJbjZE632mfnSG7,Melody,2021-10-22
4D7G9Q0jSepKJlDNioWYXm,The Volta Regime,2021-10-31
7mnGUuvsSbUHZdKkJYdmOg,The Villain I Never Was,2022-10-05
6TmFYFCTdUazZjjp3TYUGG,Mushin 2 Mo' Hits,2009-04-12
0tqiftjjP81odLWXCrhmUD,Dada (feat. Davido) [Remix],2022-04-28
2BeECcZnwLsaYOndRSO9fF,Palmwine Music 3,2022-09-30
6vEqNDFYyv3rakykPzpYwu,The Two of Us Are Dying,2019-05-29
28eSPdSYssKEqjzPBYdV7C,Ekiikimi (Remix) [feat. Sarkodie],2016-01-15
4828QaSjhsNh3dtIt0leDt,Year of Return,2019-12-10
6B3MiWMX94BE3KLi8iqxNL,Baafira (feat. Sarkodie),2014-10-17
5JXJgBoWFey18N2J3j5sVy,Jennifer Lomotey,2017-06-06
1ToAS30v6lc1e7qAtqRliw,Rns Rich Nigga Shit,2017-01-04
0aMwL06huu7Z8Mn5EEYqe2,Sarkodie,2017-09-22
5EF0IS1ZwjaMEbUgnDWLph,Hasta La Vista,2020-11-27
7Cbxz4Z0qDSP4Vgbtajtya,Bumper,2020-02-21
6LrudNolAQMZwtGPsdh24Q,Lucky,2019-07-26
65gooErIzRYOMZiwUGnlMK,I Know,2019-01-24
7fyUYO50TXvcsbVQa4kcC9,Double Trouble (feat. King Promise and Sarkodie),2017-01-06
3vB23UtiQmUqwsw9Ge8xcr,Alpha,2019-06-07
1OsPDczEbJjz4AXhvjdiYS,Hunger and Thirst: The Mixtape,2017-12-23
20i8uz12NWkDYFUuIHHl8r,Mewu (feat. Akwaboah),2015-07-10
2YHhkQG50ovDNMb4A6HboT,How Much (feat. Sarkodie and Paedae) [Remix],2018-09-30
2knN6ihGeHv1vOB3fsY0mq,Do You,2019-08-16
1Ql3rbsiYrXjGvEqhibdgU,Finally,2015-11-26
5REoa2uwPL4cw58uv686cR,VIP,2021-10-15
3hJsfFv0oVtUCjx3TXBEIv,Biibi Ba,2018-12-10
27Vir9GcpvhPftwf20CjdH,Party and Bullshit,2019-10-24
1ls27oDCfeUr4wIS4rupur,Who Da Man,2019-09-26
0FUMpRiaQSexzpDp2XKDDO,Overload 2,2020-04-20
6NktDKjIhhDej9lrYc4u3d,Brown Paper Bag,2020-06-19
5au2ZTDtPXw1gqSY2XDxwF,Agyeiii Remixes (feat. Sarkodie and Nana Boroo),2012-08-28
4M8nLso9NofSHMzGNriykE,Makoma,2017-07-31
1T581vBX1N7Wda2AM2JYqk,Jigger Remix (feat. Sarkodie),2022-08-18
7uOUPDHMxJKAGisYnZ08UO,Hello (feat. Sarkodie),2016-10-28
5K9F9OjVZBiEar5jEsDFvq,Songs of Solomon,2015-12-04
4HuMYUlXVpdXtnSb3LwhJO,Whistle,2017-08-07
0Ed8UpAn8UMoiY8Bqx44qX,Ijele The Traveller,2017-06-17
26VFfANkR1FYyyTwtCi4eG,Once Upon a Time,2013-07-02
0ZcJjhQw1O94PFA17sD8OX,Sarkodie,2023-01-27
3HGSkQ7lNA19prDaMm9SxQ,DM Chick (feat. Sarkodie),2018-04-30
1HvZC18RODcUSqng5Q9KJ9,SPOTLIGHT,2016-09-01
7nnkIiGBMhqnTqwEEqvTrr,Epistles of Mama,2018-06-27
34MRhEB2xHxXFJ5hCUU3Lk,Moesha,2018-05-18
26jHeWYn4ByJ1zrjvHEEDA,Vybe,2018-03-30
3uSzlKDimKTw7si5clmqud,It's My Life,2017-07-23
1hTBtOkNbOrwbHVieubMke,Shay On You,2019-01-11
488gEHiz4Y918LUWyPxrjr,Kill'N me Softly,2017-09-15
6qZvIrc4RLSHujbaS1OwGd,Ay3 Late,2018-06-08
6f0ZOGT9rQwRPiTKek3oGR,Mengye Mani,2020-03-13
3kViiJ1MvPFZI33Tg2D2ku,Grind Time In Da Hood Vol 11,2019-01-03
2SHLIJfNFChjf5op9o2Oqp,Sofo Moko,2018-02-14
6cqaFME7zznZclEDFE6bUk,A True Champion,2021-06-28
36YUG83DWnCl46Xwsad6lb,Rockstar,2018-12-15
6Si2FMyfksVv0PHoSmWGUT,SR3,2022-09-16
7HTog9MKrZPoROWqQHfdTi,Fire Burn,2019-06-10
0hRBXyRcsksDaZGUueETxt,Son Of Africa,2020-10-09
2Low2WkCaDAbelqsVyZ7F1,Juice and Zimm,2020-01-17
6fXKI6h2ijegJoC1GTKnja,The Mayor of Lagos,2018-11-16
1DjCbRACl4Q9bLtT0hhiIF,Celebrate,2021-11-26
0DpLAtDsBunoPN3V8ir3QS,No Bad Songz,2018-11-30
0l4jRxjD6OTjPSkFAOPntr,Asem Beba Dabi,2018-05-11
65SFGMkIyJU5dzeiUvITWM,Good Morning (Remix),2020-07-24
6tE4MR5d8K84Lz1CewM4P8,This Is Not The Tape Sorry 4 The Wait II,2020-09-01
0oUy6s45w2dGMKuSptojuJ,Afroswing (Freestyle),2022-08-12
5pmpSBeVv0GaCCXHHlqKYt,Aisha's Sun,2022-09-16
7swySnGOOrAA5fDpbqZG4b,Sarkaru Vaari Paata-Title Song (From Sarkaru Vaari Paata) - Single,2022-04-24
3Ubv9LHyv5crTczDbvwDUr,Take It Back,2016-04-15
0mSPyyzlr0IzMC4ukgJ9JX,Sarkodie (Afrobeat Dance Mix),2017-11-12
29hZcsE937vazXilJZtpPu,The Warning (feat. Sarkodie),2015-08-12
4WO7LFHAUaa3plTBbOj0qL,Bayla Trap (feat. Sarkodie),2015-08-13
2N0Tf9Z23T3l6jLRMlFNXI,No Kissing Baby,2014-05-27
3MpOEryHNP5nZWGsfHwKa1,Ahobrase 3,2020-12-01
0HhNGWt104FJtcGV1DG7xA,Come Back,2021-01-08
5OFk5hWY3I4uPWxEdPALPI,Overload 1,2020-04-20
5djGPnowlb7n7u63XrblWp,Sub Zero,2020-04-23
6i77ZpMzy0E0jQzjs9zHg0,Gimme Way,2020-09-11
6m2ccnWsYoPtpVHgeSx249,Soundgod Fest Vol.1,2019-01-14
3mqNoR001tA34RBbpNfGlJ,Regular,2019-11-13
7MZ6TzBFCmBnRv4LMnQrO2,Ye Be Pa Wo,2018-04-20
7cGDztfFsLbKz53vyemZkW,GO GAGA (feat. Sarkodie),2017-02-20
5O974AYBsoqRitw9hdUaFK,My Girl (Remix),2018-11-16
5u60JlYlv05Vw2ulBLOvzL,Baafira (Remix),2014-12-12
60KRJm8atxdl15fUM9t9Ht,PRIDE,2013-12-13
0FxLW3W0pFCoiB2ewB60K1,Pressure,2011-04-01
6qWMbcvlxFOsfBOGdXJDiY,JanJay (feat. Sarkodie),2017-06-03
7kJj1jyy5fSlS9F9gHZgMu,Club,2016-07-21
6CZk4lMVklGpSAISQcBgnJ,Confirm (Remix),2016-09-16
04UsLX9RcEcSnPQ0LrqXWG,For You (with Sarkodie),2021-10-21
0luKJX655CIxu7je1B8D2L,Fa Ma Me,2018-07-17
3KM0A0w6kJWyP2cCFT8vgv,Wonderful,2018-10-28
1x9kyWSuajYePV59cpc4R0,Show Time,2018-02-09
0CenNSCTt7R73FTXpcN9HG,Janesis,2016-04-22
4pg4DVNpJZeU1JNDPdSM7E,Burn,2018-02-08
1IFh9h6ScQyr9aJvRbstg5,Zakari,2019-09-10
0u649Gff5qgywplGmwA74P,ONLY ONE KING,2021-10-07
4BzKP1BKUWmzRY5ekx81AJ,Snoop Forever,2020-12-18
22MaAhcBoQsFgfEcljdImj,Favour (feat. Efya and Sarkodie),2021-02-19
5DAnRaWABIjjFFNdMFOPrc,Necessary Evil,2014-11-23
3ouKG5o3l1UuJEeIKU88Gn,MMM (Money Making Machine),2017-05-02
4IIKuu7qrbepqcyYVAEYB4,Dondo (Remix),2019-07-16
2y4N2tBrW2xx0xNLMXdUf6,Dear God (Remix),2017-06-09
3z6kTovG8bmftnLzrmCLWu,High School,2021-11-05
1c2FNfuAbRhdxrngilVcfr,Jigger (Remix),2022-08-18
6yjuLozPL429LDUn0huqvP,Br3 Br3,2015-07-29
4CyMWcn79EcDbYi8MgSOKM,The Chairman,2014-10-30
75YU3yA0F9P4wrpzBdzLVw,Sunshine,2018-01-10
3i1UCBApfNhmlQ1ZQv7WGC,Sika (Remix),2021-06-18
2fxYXBsfQDrGpKYwcy3zFp,TMG,2012-07-27
1MjteMPWtS8BQ1OE3pMQmS,Matters of the Heart,2018-05-13
1n724R9YczX9pC5ptdJrMA,Feel Good (Remix),2019-07-05
2OASYXR3lBYmnNKIT26hdq,La Familia,2019-07-19
6Y9J0dglP6FbzHToKjNsw1,Things We Do 4 Love (Remix),2018-08-15
37TH61dtD2smHwWdungSU3,We Speed 2,2018-06-01
2sOCXslZbgQMKID3vQwzoQ,Finish Line,1905-07-05
2J7NcXVuYC7UxoqO4UaZkx,W.A.G (feat. Sarkodie and Youssoupha),2021-04-16
7iFZELXNBsfdmd5OpLyd1H,BORDOSS,2021-10-22
2od5gvTOvH1SR7en3ns93x,Win,2022-06-17
5x6h4sq7bNekBjnBoeGHaN,Lighthouse EP,2021-12-05
0Uhn9IiTtAgqUZdMZfYg8p,The Last Of A Dying Breed,2016-04-01
2ERnFZ0YFpxLPmIq6n3Ilm,Mama Africa (The Diary of an African Woman),2016-03-25
3rEGE6EoPd7EtLJg8pWWSH,The Never Say Never Guy,2017-05-29
7561mc715BmbvAWunxGHIy,Chalice (Remixes),2019-02-22
5xnNMlDkuF2Ocy2RJ1M7Gp,Logos II,2021-03-12
7Ld47eF2icOZ6c9hJrbZo2,Awarepa Ye Anibre,2009-08-21
6N57ZmzDyRSMqfEbfDM7ng,Love and Happiness,2020-10-02
5JqE3xS24IEN9sO3i2ozig,Afro,2023-01-19
6HW9lPVL3XeDEBEBrl1mlk,The Cornerstone,2020-11-13
7h99BPuyI9xzkJpPwySNZh,Lava Feels,2020-05-05
7D1pY5YIWpD770z8qWvEJQ,La Même Tape: Linksters,2018-11-29
7Gpc4jgz1KKa6aioNttJxN,Mmmp (feat. Edem),2016-07-15
3qEHIRAdnEIX3lgmIBPvcF,Tema,2018-02-14
4nxYs3YdLXT3GeoURJTxjl,Bring It On (Remix),2018-07-13
5wjOLMn2TaZxH3IPuE5fNj,Ghetto Youth,2017-01-03
01KyuazN4zyPcbTmUkOghm,Almighty,2017-11-27
0CBgJl2G8OqXM91IKrKpaD,Sarkodie Chingam (Jazz Version),2021-12-29
7Kakv0K52Tp1jhamC7Kru5,Devil in Me,2018-02-23
4XRzMueQA8uLQ84G64Skac,Appietus In The Mix: Vol.1,2014-11-17
1EK75uHNvaV2AK3GtkhWdP,Asante Ni,2016-06-21
3QGTgxvLUWaQmQekIyr4UB,Just in Case (feat. Masterkraft),2017-01-10
5Q9pe8ra1HYVLkSflKY4xe,Fair Warning Aka Tema Part 2 (feat. Mugeez Yaw Sike and Payday) - Single,2011-06-08
3LALvY29D7trpdkhLJ1ykl,End Time (feat. Kwabena Kwabena),2018-02-23
3xhW5o9Ms33hPfrSwsIKE4,8 Bars Vol. 2,2016-12-03
1yrdEOATEXNt19uU5yvkLz,Wichita to Ghana Mixtape,2017-02-14
41onYRKmCmKcK3cCqbrJ9S,Bossy (feat. Jayso),2016-06-21
7iv1IZToTaf2HUml33dJaM,Friends to Enemies,2019-03-29
6zq1YG55R0P8y7FS6yQLQ5,A Red Letter to Sarkodie,2023-01-13
0ZC3oUKpLqB8PGLAwZeInH,Black Excellence,2018-08-28
5X2UnQuFUhkCwMBpGKRWih,Headshots (feat. Sarkodie),2017-03-15
4PJr23jUhPPmrtdBs1Sw3a,Sarkodie,2019-01-25
1k4GPwTlLed1jJ6TCrxMO5,All Die Be Die,2019-02-06
0Ge76AbpZR1LjFT70v3d9S,Mewo Akoma,2021-06-28
0LxPnUrNtc6ORmgiafH7jB,Sarkodie Country Side instru mental blacko,2022-11-23
5zumGACoLUOMyjQweNeseV,Jorley,2015-08-04
2oxFwC576IrejQl0ZYxXye,Before Then,2020-03-03
0vcdVogI92SvwAQE78PlPx,Move to Da Gyal Dem,2012-09-24
0YtVJD9reFZwnZmV0iTsEq,Am Back (feat. Sarkodie),2016-06-25
0RahgGKPCRqe8sfz9d3HZj,Yaaba (Kwame Enumde),2020-05-03
30oTnupaI6IBACEDANEVgk,Koko Sakora,2021-10-15
5l0IB7bwqKq4QOlRo4BbSP,Me and U (feat. Sarkodie),2013-01-09
2jlFfIJGPB0NQb3Q040sLa,AWAY and BEYOND PLUS,2014-07-21
7FzTZpLWFjXdHglG3V8yDV,The Soul Lifter,1905-07-06
0b0sdXybXFcszFk4the5WP,Letter to Sarkodie,2017-09-02
4Vaw0z3jbmSTds8rKQm6OP,Monster the Freestyle,2020-09-24
5YxLFts1Km5I3mJxPqRnEs,Nasty (Sarkodie Diss),2020-04-10
1pkzuPqLOIUhQyOQpBsfq5,Ekomedeme,2022-03-26
1GXKUnIebdNXS83SabHlrI,Ware Me (feat. Sarkodie),2021-09-18
4ocVRGjDhS2uyVA45ilfvQ,Nana,2018-07-20
08cUqKcCgVlJZdbF4m3NB2,Mature by Nature,2017-02-19
7M4jCBu5IAfR5tBFa4piOo,Borkor Di3 (Remix),2017-09-28
49TNPwUjJq9TUlhmcVoFdD,Ohohuo Asem,2021-06-29
5KmfYBnByjq9xaHkdfGWON,Betrayal,2019-11-30
1AsBBWRFndiye1Z4oPEXyt,R and BW,2013-02-14
7mIiNOTjDXhkoYIczmVOF2,Nneka (The Pretty Serpent),2020-12-25
5g6ob8kQyPRGIr0g9UQRlm,Makoma,2020-09-25
2EQ3Cjsnwou8gCcBcGp4zh,Gifted,2016-09-02
4mxIzC9PqalX0FNYtzpDNg,Ghetto (feat. Sarkodie),2016-01-05
